"left"	"right"	"correlation"
"2742"	"INlasso left"	"SNMB2 right"	-0.00848449141731607
"2743"	"INlasso left"	"eyespot-PRCR3 right"	0.00888069928697206
"2744"	"INlasso left"	"eyespot-PRCR1 right"	0.0546241758622158
"2745"	"INlasso left"	"MS3 right"	-0.00294554033227475
"2746"	"INlasso left"	"MS5 right"	-0.00879010944384116
"2747"	"INlasso left"	"SN-ASTC right"	0.102447115279545
"2748"	"INlasso left"	"SN-DLSO3-PDF right"	-0.00942682060138753
"2749"	"INlasso left"	"SN-DLSO3 right"	0.449005431344447
"2750"	"INlasso left"	"SN-MIP4 right"	-0.0077633872501072
"2751"	"INlasso left"	"SN-MIP1 right"	-0.01392083573581
"2752"	"INlasso left"	"MNspinning right"	-0.012503814898029
"2753"	"INlasso left"	"SN-WLD right"	-0.0161766901143121
"2754"	"INlasso left"	"SN-DSO right"	0.00299541873221517
"2755"	"INlasso left"	"SNbicil right"	-0.0101107616093431
"2756"	"INlasso left"	"INCrossbow right"	-0.0127366614485184
"2757"	"INlasso left"	"INarc1 right"	-0.0131695212764023
"2758"	"INlasso left"	"INarc2 right"	0.0186838514600986
"2759"	"INlasso left"	"INsn right"	0.0841756639809488
"2760"	"INlasso left"	"INrope right"	-0.0185050860157227
"2761"	"INlasso left"	"Loop right"	-0.01712612491951
"2762"	"INlasso left"	"INCM right"	-0.0158237912674208
"2763"	"INlasso left"	"MNspider-ant right"	0.386263752006028
"2764"	"INlasso left"	"MNspider-post right"	0.014747050482316
"2765"	"INlasso left"	"MNbiramous right"	0.0165831424116861
"2766"	"INlasso left"	"MNring right"	0.0704830342381587
"2767"	"INlasso left"	"MNcrab right"	0.00760931184998858
"2768"	"INlasso left"	"MNhose right"	-0.0226410291768741
"2769"	"INlasso left"	"MNbow right"	-0.0116863430900356
"2770"	"INlasso left"	"MNwave right"	-0.0127904177037977
"2771"	"INlasso left"	"MNacicX right"	-0.0110560060205207
"2772"	"INlasso left"	"INchaeMech right"	-0.0122299567580654
"2773"	"INlasso left"	"chaeMech right"	0.496246768093176
"2774"	"INlasso left"	"INFVa-pyg right"	0.0427489064087039
"2775"	"INlasso left"	"INsplitCR right"	-0.0146721416711823
"2776"	"INlasso left"	"INsplitCRATO right"	-0.0199413873667851
"2777"	"INlasso left"	"INMC3 right"	-0.0119738772840004
"2778"	"INlasso left"	"INbiax right"	-0.0105249580984553
"2779"	"INlasso left"	"INsplitPB-RF/Ya right"	-0.0141206754085766
"2780"	"INlasso left"	"INsplitPBant right"	0.0562169790203194
"2781"	"INlasso left"	"INsplitPB right"	-0.017811878600592
"2782"	"INlasso left"	"PB right"	-0.0197155885200174
"2783"	"INlasso left"	"interparaPM1 right"	-0.010214393767509
"2784"	"INlasso left"	"cioMNcover right"	-0.0151802150391402
"2785"	"INlasso left"	"INsplitPUh right"	-0.0172646004707492
"2786"	"INlasso left"	"MN3 right"	-0.0214493101178671
"2787"	"INlasso left"	"MN1 right"	-0.0156578044561477
"2788"	"INlasso left"	"MN2 right"	-0.0161453816712765
"2789"	"INlasso left"	"MC3cover right"	-0.0156578044561477
"2790"	"INlasso left"	"antPUc right"	-0.00940125381581303
"2791"	"INlasso left"	"spinPU right"	-0.0127366614485184
"2792"	"INlasso left"	"trochPU right"	-0.0135219127323124
"2793"	"INlasso left"	"hPUc1 right"	-0.0082085460540623
"2794"	"INlasso left"	"pygCirrusPUSM right"	0.0681559320999567
"2795"	"INlasso left"	"hCirrusPU right"	-0.0161224675909814
"2796"	"INlasso left"	"parapodPU right"	-0.0158616238802538
"2797"	"INlasso left"	"hPU right"	-0.0135219127323124
"2798"	"INlasso left"	"dsoPU right"	0.141839444846198
"2799"	"INlasso left"	"pygCirrusPU right"	-0.0125223458279633
"2800"	"INlasso left"	"hCR right"	-0.0134823021351155
"2801"	"INlasso left"	"ventralpygCR right"	-0.0147776793100271
"2802"	"INlasso left"	"SN-DLSO1.0 right"	-0.0101369319249152
"2803"	"INlasso left"	"INdc right"	-0.0147374718928198
"2804"	"INlasso left"	"INbackcross right"	-0.00639997570226183
"2805"	"INlasso left"	"MNcommUpL right"	-0.00948163598631707
"2806"	"INlasso left"	"MNob-ipsi right"	-0.0103952615237465
"2807"	"INlasso left"	"INbiaxLeg right"	-0.0228819286478419
"2808"	"INlasso left"	"INbiaxH right"	-0.0101791550882208
"2809"	"INlasso left"	"SN-NS1 right"	-0.0102305293964121
"2810"	"INlasso left"	"SN-NS3 right"	NA
"2811"	"INlasso left"	"SN-NS15 right"	-0.0101443290167102
"2812"	"INlasso left"	"SNaant right"	-0.0132077699795574
"2813"	"INlasso left"	"SNPDF-pyg right"	-0.0136180834643613
"2814"	"INlasso left"	"INfoot right"	-0.0122832889511945
"2815"	"INlasso left"	"INW right"	-0.0176681392070521
"2816"	"INlasso left"	"INmidL right"	-0.0110097126683887
"2817"	"INlasso left"	"INhook right"	-0.0087450965612367
"2818"	"INlasso left"	"INMBtype6 right"	0.0186290988985619
"2819"	"INlasso left"	"INMBtype5 right"	-0.0156578044561477
"2820"	"INlasso left"	"INMBtype7 right"	-0.0185345241141881
"2821"	"INlasso left"	"INcross right"	-0.0146329448956279
"2822"	"INlasso left"	"INpro right"	0.611715571976858
"2823"	"INlasso left"	"INproT2 right"	-0.0157554063023789
"2824"	"INlasso left"	"INpear right"	-0.00953412724325136
"2825"	"INlasso left"	"INZ right"	-0.0185315821507248
"2826"	"INlasso left"	"MNpostv right"	-0.00161233240975844
"2827"	"INlasso left"	"SN-NS22 right"	-0.0136145208941987
"2828"	"INlasso left"	"SN-NS5 right"	-0.016873177351462
"2829"	"INlasso left"	"SN-NS17 right"	-0.0136971332846802
"2830"	"INlasso left"	"SN-NS19 right"	-0.0113201552112997
"2831"	"INlasso left"	"SN-NS20 right"	-0.0177721109988693
"2832"	"INlasso left"	"SN-NS29 right"	0.0874452201156077
"2833"	"INlasso left"	"SN-NS27 right"	-0.0142667121231665
"2834"	"INlasso left"	"SN-NS18 right"	-0.00921085135320282
"2835"	"INlasso left"	"SN-NS16 right"	-0.0100943050488731
"2836"	"INlasso left"	"INbigloop right"	-0.00621559034385592
"2837"	"INlasso left"	"SNadNS22 right"	-0.0110097126683887
"2838"	"INlasso left"	"Ser-tr1 right"	-0.0102032991241771
"2839"	"INlasso left"	"SNFVa right"	-0.012692918053511
"2840"	"INlasso left"	"INUturn right"	-0.0209667326117624
"2841"	"INlasso left"	"INcomm-Upstairs right"	-0.0130831883181269
"2842"	"INlasso left"	"INasc-pyg right"	-0.0198367064329809
"2843"	"INlasso left"	"SNblunt right"	0.142860273767147
"2844"	"INlasso left"	"INsplitBronto right"	-0.00942682060138753
"2845"	"INlasso left"	"INleucoPU right"	0.149819646122319
"2846"	"INlasso left"	"MNladder right"	-0.0130033521761411
"2847"	"INlasso left"	"INdecussfoot right"	0.0540238688674929
"2848"	"INlasso left"	"INdecusshook right"	-0.0128706560340312
"2849"	"INlasso left"	"INpreLadder right"	0.0254605939428818
"2850"	"INlasso left"	"INcomm-Upcross right"	-0.0165447774540371
"2851"	"INlasso left"	"MNacic right"	-0.0147773550803501
"2852"	"INlasso left"	"INsplitVent right"	-0.0175556199619327
"2853"	"INlasso left"	"INcomm-DownL right"	-0.00822915306027951
"2854"	"INlasso left"	"MNarm right"	-0.0166311164542817
"2855"	"INlasso left"	"INlasso-postSN right"	-0.0166242985933062
"2856"	"INlasso left"	"MNantacic right"	0.00756746948022917
"2857"	"INlasso left"	"MNpostacic right"	-0.0105036030270894
"2858"	"INlasso left"	"SN-DLSO1.3 right"	-0.0119753687280573
"2859"	"INlasso left"	"MNakro right"	-0.0193866032120804
"2860"	"INlasso left"	"MNchae right"	-0.011752834703194
"2861"	"INlasso left"	"MNgland-head right"	-0.0111227574678338
"2862"	"INlasso left"	"SNstiff right"	-0.0127366614485184
"2863"	"INlasso left"	"SNbronto right"	-0.0110097126683887
"2864"	"INlasso left"	"INcommascFV right"	0.0372918210920665
"2865"	"INlasso left"	"SNpygM right"	-0.010340111367209
"2866"	"INlasso left"	"INR1 right"	-0.0161835064663078
"2867"	"INlasso left"	"SN-DLSO1.1NP right"	-0.0135219127323124
"2868"	"INlasso left"	"SN-DLSO1.1 right"	-0.0140153457045066
"2869"	"INlasso left"	"INmus right"	-0.0107935925289638
"2870"	"INlasso left"	"INdescLuqinPDF right"	-0.00850202280654235
"2871"	"INlasso left"	"INcosplit right"	-0.0128305137986623
"2872"	"INlasso left"	"INcommdescFVa right"	-0.00984435104377367
"2873"	"INlasso left"	"MNheadV right"	-0.0148375414495227
"2874"	"INlasso left"	"INbiaxHmid right"	-0.0147773550803501
"2875"	"INlasso left"	"MNantelope right"	-0.00983640211531213
"2876"	"INlasso left"	"MNsmile right"	-0.0077633872501072
"2877"	"INlasso left"	"INhorn right"	-0.0138176761474125
"2878"	"INlasso left"	"INMBPDF right"	0.0219979914671262
"2879"	"INlasso left"	"INMBdescFMRF right"	-0.0101848881197748
"2880"	"INlasso left"	"INDLSO right"	-0.00831067449224433
"2881"	"INlasso left"	"SNtorii right"	-0.0123137263130177
"2882"	"INlasso left"	"INexsn right"	-0.00882495327336151
"2883"	"INlasso left"	"MBmouth right"	-0.0104822040738861
"2884"	"INlasso left"	"SNtrpa right"	-0.0107247381220679
"2885"	"INlasso left"	"INtorii right"	-0.00895662027541123
"2886"	"INlasso left"	"INUturnMB right"	-0.0114178930036611
"2887"	"INlasso left"	"INface right"	-0.0114231761849229
"2888"	"INlasso left"	"INMBdesc3 right"	-0.00936741833978835
"2889"	"INlasso left"	"INMBdesc2 right"	-0.0116944889358096
"2890"	"INlasso left"	"INpara right"	-0.0150586539511918
"2891"	"INlasso left"	"INMBtype9 right"	-0.0129431392891709
"2892"	"INlasso left"	"INMBtype2 right"	-0.00984579563840906
"2893"	"INlasso left"	"INdecussM right"	-0.0162447903711257
"2894"	"INlasso left"	"INiaStiff right"	-0.0127366614485184
"2895"	"INlasso left"	"INmantis right"	-0.01712612491951
"2896"	"INlasso left"	"INsplitSpin right"	-0.00844208454212061
"2897"	"INdecussPre left"	"PRC right"	-0.0118226144937778
"2898"	"INdecussPre left"	"IN1 right"	-0.00912197607580753
"2899"	"INdecussPre left"	"INton right"	-0.0150686026853181
"2900"	"INdecussPre left"	"INpreSer right"	-0.0118421511837803
"2901"	"INdecussPre left"	"cPRC right"	-0.0118614637097756
"2902"	"INdecussPre left"	"INRGWa right"	0.0381142881923853
"2903"	"INdecussPre left"	"INNOS right"	-0.0100865542139852
"2904"	"INdecussPre left"	"Ser-h1 right"	0.000197794835333562
"2905"	"INdecussPre left"	"SNnuchPDF right"	-0.000578293288287804
"2906"	"INdecussPre left"	"SNnuchBx right"	-0.00725484366509481
"2907"	"INdecussPre left"	"SNgolden right"	-0.00847644166696763
"2908"	"INdecussPre left"	"SNhorn right"	-0.00842837224801179
"2909"	"INdecussPre left"	"SNhook right"	-0.0042491775262939
"2910"	"INdecussPre left"	"MNant right"	-0.0156677207053513
"2911"	"INdecussPre left"	"SNlasso right"	-0.000864516899948164
"2912"	"INdecussPre left"	"INlasso right"	-0.0100121803991507
"2913"	"INdecussPre left"	"INdecussPre right"	0.980687810506009
"2914"	"INdecussPre left"	"INpreMN right"	-0.008655763110395
"2915"	"INdecussPre left"	"SNMIP-vc right"	-0.0100930918512892
"2916"	"INdecussPre left"	"SNmus right"	-0.000227543295898319
"2917"	"INdecussPre left"	"SNantlerPDF right"	0.0555878751332012
"2918"	"INdecussPre left"	"SNPDF-dc right"	0.109050737269679
"2919"	"INdecussPre left"	"SN0DLSO1.2-4 right"	-0.0159576378335278
"2920"	"INdecussPre left"	"SN-DLSO1.2-3 right"	0.288045428094372
"2921"	"INdecussPre left"	"SN-DLSO1.2-1 right"	-0.0164056325112315
"2922"	"INdecussPre left"	"SN-DLSO2 right"	-0.012151562729113
"2923"	"INdecussPre left"	"SNMB2 right"	-0.0126902604624588
"2924"	"INdecussPre left"	"eyespot-PRCR3 right"	-0.0130075988139949
"2925"	"INdecussPre left"	"eyespot-PRCR1 right"	-0.0171409073444868
"2926"	"INdecussPre left"	"MS3 right"	0.352035893590712
"2927"	"INdecussPre left"	"MS5 right"	-0.00821431003757547
"2928"	"INdecussPre left"	"SN-ASTC right"	0.825654062476756
"2929"	"INdecussPre left"	"SN-DLSO3-PDF right"	-0.00880931319264245
"2930"	"INdecussPre left"	"SN-DLSO3 right"	-0.0183483795298125
"2931"	"INdecussPre left"	"SN-MIP4 right"	-0.00725484366509481
"2932"	"INdecussPre left"	"SN-MIP1 right"	-0.013008946185104
"2933"	"INdecussPre left"	"MNspinning right"	-0.00986778961696558
"2934"	"INdecussPre left"	"SN-WLD right"	-0.0151170299789436
"2935"	"INdecussPre left"	"SN-DSO right"	-0.010676793999012
"2936"	"INdecussPre left"	"SNbicil right"	-0.00944845238910546
"2937"	"INdecussPre left"	"INCrossbow right"	-0.0119023416773348
"2938"	"INdecussPre left"	"INarc1 right"	-0.0123068468603211
"2939"	"INdecussPre left"	"INarc2 right"	-0.0176539583252325
"2940"	"INdecussPre left"	"INsn right"	-0.0186351193300483
"2941"	"INdecussPre left"	"INrope right"	-0.017292903436106
"2942"	"INdecussPre left"	"Loop right"	-0.0160042717021766
"2943"	"INdecussPre left"	"INCM right"	0.129088971936614
"2944"	"INdecussPre left"	"MNspider-ant right"	-0.0119023416773348
"2945"	"INdecussPre left"	"MNspider-post right"	-0.0104361269437105
"2946"	"INdecussPre left"	"MNbiramous right"	-0.0209308204743435
"2947"	"INdecussPre left"	"MNring right"	-0.0153033383534147
"2948"	"INdecussPre left"	"MNcrab right"	-0.0152728928245626
"2949"	"INdecussPre left"	"MNhose right"	-0.00423781610126386
"2950"	"INdecussPre left"	"MNbow right"	0.00904133087519128
"2951"	"INdecussPre left"	"MNwave right"	-0.0119525766090094
"2952"	"INdecussPre left"	"MNacicX right"	-0.0103317782116456
"2953"	"INdecussPre left"	"INchaeMech right"	-0.0114288288671171
"2954"	"INdecussPre left"	"chaeMech right"	-0.0116338667998411
"2955"	"INdecussPre left"	"INFVa-pyg right"	-0.0109718049930512
"2956"	"INdecussPre left"	"INsplitCR right"	-0.0108683138380312
"2957"	"INdecussPre left"	"INsplitCRATO right"	-0.0142885257749726
"2958"	"INdecussPre left"	"INMC3 right"	-0.0111895239747642
"2959"	"INdecussPre left"	"INbiax right"	-0.00983551678230559
"2960"	"INdecussPre left"	"INsplitPB-RF/Ya right"	-0.013195695285374
"2961"	"INdecussPre left"	"INsplitPBant right"	-0.0114974417883367
"2962"	"INdecussPre left"	"INsplitPB right"	-0.0140568196304057
"2963"	"INdecussPre left"	"PB right"	0.00163031227378119
"2964"	"INdecussPre left"	"interparaPM1 right"	-0.00954529608399651
"2965"	"INdecussPre left"	"cioMNcover right"	-0.00260500088416271
"2966"	"INdecussPre left"	"INsplitPUh right"	-0.0161336763606476
"2967"	"INdecussPre left"	"MN3 right"	-0.0200442650374182
"2968"	"INdecussPre left"	"MN1 right"	-0.00439341140454545
"2969"	"INdecussPre left"	"MN2 right"	-0.0106424873192243
"2970"	"INdecussPre left"	"MC3cover right"	-0.0146321341198595
"2971"	"INdecussPre left"	"antPUc right"	0.0122918263777203
"2972"	"INdecussPre left"	"spinPU right"	-0.0119023416773348
"2973"	"INdecussPre left"	"trochPU right"	-0.0126361547821316
"2974"	"INdecussPre left"	"hPUc1 right"	-0.00767084217512537
"2975"	"INdecussPre left"	"pygCirrusPUSM right"	-0.0119525766090094
"2976"	"INdecussPre left"	"hCirrusPU right"	0.0153899495139104
"2977"	"INdecussPre left"	"parapodPU right"	-0.0148226022763694
"2978"	"INdecussPre left"	"hPU right"	-0.0126361547821316
"2979"	"INdecussPre left"	"dsoPU right"	-0.0160042717021766
"2980"	"INdecussPre left"	"pygCirrusPU right"	-0.0117020648816496
"2981"	"INdecussPre left"	"hCR right"	-0.0122726148169688
"2982"	"INdecussPre left"	"ventralpygCR right"	-0.00914602963707463
"2983"	"INdecussPre left"	"SN-DLSO1.0 right"	-0.0094729084083694
"2984"	"INdecussPre left"	"INdc right"	-0.0137720882852598
"2985"	"INdecussPre left"	"INbackcross right"	-0.0134982044630515
"2986"	"INdecussPre left"	"MNcommUpL right"	-0.00886053787528344
"2987"	"INdecussPre left"	"MNob-ipsi right"	-0.00971431603022443
"2988"	"INdecussPre left"	"INbiaxLeg right"	-0.0213830393548454
"2989"	"INdecussPre left"	"INbiaxH right"	-0.0095123657275729
"2990"	"INdecussPre left"	"SN-NS1 right"	-0.00923001433233933
"2991"	"INdecussPre left"	"SN-NS3 right"	NA
"2992"	"INdecussPre left"	"SN-NS15 right"	-0.00947982095090015
"2993"	"INdecussPre left"	"SNaant right"	-0.0123425900678726
"2994"	"INdecussPre left"	"SNPDF-pyg right"	-0.0127260258144136
"2995"	"INdecussPre left"	"INfoot right"	-0.0114786675149912
"2996"	"INdecussPre left"	"INW right"	-0.00966438621204261
"2997"	"INdecussPre left"	"INmidL right"	-0.0102885173228568
"2998"	"INdecussPre left"	"INhook right"	-0.00747909837467017
"2999"	"INdecussPre left"	"INMBtype6 right"	-0.0152439688324702
"3000"	"INdecussPre left"	"INMBtype5 right"	-0.0146321341198595
"3001"	"INdecussPre left"	"INMBtype7 right"	-0.0173204131809227
"3002"	"INdecussPre left"	"INcross right"	-0.0136744083681078
"3003"	"INdecussPre left"	"INpro right"	-0.0127069644297333
"3004"	"INdecussPre left"	"INproT2 right"	-0.0147233425206542
"3005"	"INdecussPre left"	"INpear right"	-0.00890959067280263
"3006"	"INdecussPre left"	"INZ right"	-0.0173176639318763
"3007"	"INdecussPre left"	"MNpostv right"	-0.00832460574701185
"3008"	"INdecussPre left"	"SN-NS22 right"	-0.0127226966117418
"3009"	"INdecussPre left"	"SN-NS5 right"	-0.0157678935591658
"3010"	"INdecussPre left"	"SN-NS17 right"	-0.0127998974466911
"3011"	"INdecussPre left"	"SN-NS19 right"	-0.0105786242109015
"3012"	"INdecussPre left"	"SN-NS20 right"	-0.0166079422218347
"3013"	"INdecussPre left"	"SN-NS29 right"	-0.0105544945340707
"3014"	"INdecussPre left"	"SN-NS27 right"	-0.0133321658103628
"3015"	"INdecussPre left"	"SN-NS18 right"	-0.00860749109082388
"3016"	"INdecussPre left"	"SN-NS16 right"	-0.00943307382178314
"3017"	"INdecussPre left"	"INbigloop right"	-0.0083296033401744
"3018"	"INdecussPre left"	"SNadNS22 right"	-0.0102885173228568
"3019"	"INdecussPre left"	"Ser-tr1 right"	-0.00953492819942498
"3020"	"INdecussPre left"	"SNFVa right"	-0.0118614637097756
"3021"	"INdecussPre left"	"INUturn right"	-0.0195932989513154
"3022"	"INdecussPre left"	"INcomm-Upstairs right"	-0.0122261691747625
"3023"	"INdecussPre left"	"INasc-pyg right"	-0.0185372955599593
"3024"	"INdecussPre left"	"SNblunt right"	-0.0141387214291695
"3025"	"INdecussPre left"	"INsplitBronto right"	-0.00880931319264245
"3026"	"INdecussPre left"	"INleucoPU right"	-0.0138093589096762
"3027"	"INdecussPre left"	"MNladder right"	-0.012151562729113
"3028"	"INdecussPre left"	"INdecussfoot right"	-0.0138656027482289
"3029"	"INdecussPre left"	"INdecusshook right"	-0.0120275588974151
"3030"	"INdecussPre left"	"INpreLadder right"	-0.0133321658103628
"3031"	"INdecussPre left"	"INcomm-Upcross right"	-0.0154610056198301
"3032"	"INdecussPre left"	"MNacic right"	-0.0138093589096762
"3033"	"INdecussPre left"	"INsplitVent right"	-0.0102831181101328
"3034"	"INdecussPre left"	"INcomm-DownL right"	-0.00769009931169413
"3035"	"INdecussPre left"	"MNarm right"	-0.0155416889515764
"3036"	"INdecussPre left"	"INlasso-postSN right"	-0.0132162310965718
"3037"	"INdecussPre left"	"MNantacic right"	-0.0116597791802699
"3038"	"INdecussPre left"	"MNpostacic right"	-0.00981556058287547
"3039"	"INdecussPre left"	"SN-DLSO1.3 right"	-0.0111909177212204
"3040"	"INdecussPre left"	"MNakro right"	-0.0181166765188644
"3041"	"INdecussPre left"	"MNchae right"	-0.0109829608708745
"3042"	"INdecussPre left"	"MNgland-head right"	-0.0103941570804401
"3043"	"INdecussPre left"	"SNstiff right"	-0.0119023416773348
"3044"	"INdecussPre left"	"SNbronto right"	-0.0102885173228568
"3045"	"INdecussPre left"	"INcommascFV right"	-0.0117020648816496
"3046"	"INdecussPre left"	"SNpygM right"	-0.00966277850531484
"3047"	"INdecussPre left"	"INR1 right"	-0.0133596528077832
"3048"	"INdecussPre left"	"SN-DLSO1.1NP right"	-0.00477655335407037
"3049"	"INdecussPre left"	"SN-DLSO1.1 right"	-0.0119334925335937
"3050"	"INdecussPre left"	"INmus right"	-0.0100865542139852
"3051"	"INdecussPre left"	"INdescLuqinPDF right"	-0.00794509462318573
"3052"	"INdecussPre left"	"INcosplit right"	-0.0119900461941856
"3053"	"INdecussPre left"	"INcommdescFVa right"	-0.00919949314726052
"3054"	"INdecussPre left"	"MNheadV right"	-0.0138656027482289
"3055"	"INdecussPre left"	"INbiaxHmid right"	-0.0138093589096762
"3056"	"INdecussPre left"	"MNantelope right"	-0.00919206491633043
"3057"	"INdecussPre left"	"MNsmile right"	-0.00725484366509481
"3058"	"INdecussPre left"	"INhorn right"	-0.0124208187763614
"3059"	"INdecussPre left"	"INMBPDF right"	0.00245224313062854
"3060"	"INdecussPre left"	"INMBdescFMRF right"	-0.00951772321475106
"3061"	"INdecussPre left"	"INDLSO right"	-0.00776628065177236
"3062"	"INdecussPre left"	"SNtorii right"	-0.0115071110660458
"3063"	"INdecussPre left"	"INexsn right"	-0.00824687140901291
"3064"	"INdecussPre left"	"MBmouth right"	-0.00979556337610406
"3065"	"INdecussPre left"	"SNtrpa right"	0.00292480042172905
"3066"	"INdecussPre left"	"INtorii right"	-0.0083699135148552
"3067"	"INdecussPre left"	"INUturnMB right"	0.00218853339094847
"3068"	"INdecussPre left"	"INface right"	0.013986892216376
"3069"	"INdecussPre left"	"INMBdesc3 right"	0.0719574211302958
"3070"	"INdecussPre left"	"INMBdesc2 right"	-0.0109284370648015
"3071"	"INdecussPre left"	"INpara right"	-0.014072231192789
"3072"	"INdecussPre left"	"INMBtype9 right"	-0.0116849383021589
"3073"	"INdecussPre left"	"INMBtype2 right"	-0.0092008431131841
"3074"	"INdecussPre left"	"INdecussM right"	-0.0136494900642734
"3075"	"INdecussPre left"	"INiaStiff right"	-0.0119023416773348
